old_code,old_naam,new_code,new_naam,pct_retained,n_new_touched,n_old_mapping_here,change_type
BU01710108,Emmeloord-Espelervaart-Rivierenbuurt,BU01710108,Emmeloord-Espelervaart-Rivierenbuurt,100.0,1,1,unchanged
BU01710109,Emmeloord-Espelervaart-Espelervaart West,BU01710109,Emmeloord-Espelervaart-Espelervaart West,100.0,1,1,unchanged
BU01710110,Emmeloord-de Zuidert,BU01710110,Emmeloord-de Zuidert,100.0,1,1,unchanged
BU01710111,Emmeloord-de Erven,BU01710111,Emmeloord-de Erven,100.0,1,1,unchanged
BU01710112,Emmeloord-Waterland,BU01710112,Emmeloord-Waterland,100.0,1,1,unchanged
BU01710113,Emmeloord-Emmelhage-Boswonen,BU01710113,Emmeloord-Emmelhage-Boswonen,100.0,1,1,unchanged
BU01710114,Emmeloord-Emmelhage-Waterwonen/Polderwonen,BU01710114,Emmeloord-Emmelhage-Waterwonen/Polderwonen,100.0,1,1,unchanged
BU01710115,Emmeloord-Bedrijventerrein de Munt,BU01710115,Emmeloord-Bedrijventerrein de Munt,100.0,2,1,unchanged
BU01710116,Emmeloord-Bedrijventerrein Nagelerweg,BU01710116,Emmeloord-Bedrijventerrein Nagelerweg,100.0,1,1,unchanged
BU01710117,Emmeloord-Bedrijventerrein A6,BU01710117,Emmeloord-Bedrijventerrein A6,100.0,1,1,unchanged
BU01710118,Emmeloord-landelijk gebied,BU01710118,Emmeloord-landelijk gebied,100.0,3,1,unchanged
BU01710219,Bant-woonkern,BU01710219,Bant-woonkern,100.0,1,1,unchanged
BU01710220,Bant-bedrijventerrein,BU01710220,Bant-bedrijventerrein,100.0,1,1,unchanged
BU01710221,Bant-landelijk gebied,BU01710221,Bant-landelijk gebied,100.0,2,1,unchanged
BU01710322,Luttelgeest-woonkern,BU01710322,Luttelgeest-woonkern,100.0,1,1,unchanged
BU01710323,Luttelgeest-landelijk gebied,BU01710323,Luttelgeest-landelijk gebied,100.0,1,1,unchanged
BU01710424,Marknesse-woonkern,BU01710424,Marknesse-woonkern,100.0,1,1,unchanged
BU01710425,Marknesse-bedrijventerrein,BU01710425,Marknesse-bedrijventerrein,100.0,1,1,unchanged
BU01710426,Marknesse-landelijk gebied,BU01710426,Marknesse-landelijk gebied,100.0,2,1,unchanged
BU01710527,Kraggenburg-woonkern,BU01710527,Kraggenburg-woonkern,100.0,1,1,unchanged
BU01710528,Kraggenburg-bedrijventerrein,BU01710528,Kraggenburg-bedrijventerrein,100.0,1,1,unchanged
BU01710529,Kraggenburg-bedrijventerrein,BU01710529,Kraggenburg-bedrijventerrein,100.0,1,1,unchanged
BU01710530,Kraggenburg-landelijk gebied,BU01710530,Kraggenburg-landelijk gebied,100.0,3,1,unchanged
BU01710631,Ens-woonkern,BU01710631,Ens-woonkern,100.0,1,1,unchanged
BU01710632,Ens-bedrijventerrein,BU01710632,Ens-bedrijventerrein,100.0,1,1,unchanged
BU01710633,Ens-landelijk gebied,BU01710633,Ens-landelijk gebied,100.0,2,1,unchanged
BU01710734,Nagele-woonkern,BU01710734,Nagele-woonkern,100.0,1,1,unchanged
BU01710735,Nagele-bedrijventerrein,BU01710735,Nagele-bedrijventerrein,100.0,1,1,unchanged
BU01710736,Nagele-landelijk gebied,BU01710736,Nagele-landelijk gebied,100.0,3,1,unchanged
BU01710837,Tollebeek-woonkern,BU01710837,Tollebeek-woonkern,100.0,1,1,unchanged
BU01710838,Tollebeek-bedrijventerrein,BU01710838,Tollebeek-bedrijventerrein,100.0,1,1,unchanged
BU01710839,Tollebeek-landelijk gebied,BU01710839,Tollebeek-landelijk gebied,94.9,4,1,split
BU01710941,Espel-woonkern,BU01710941,Espel-woonkern,100.0,1,1,unchanged
BU01710942,Espel-bedrijventerrein,BU01710942,Espel-bedrijventerrein,100.0,1,1,unchanged
BU01710943,Espel-landelijk gebied,BU01710943,Espel-landelijk gebied,100.0,1,1,unchanged
BU01711045,Creil-woonkern,BU01711045,Creil-woonkern,100.0,1,1,unchanged
BU01711046,Creil-bedrijventerrein,BU01711046,Creil-bedrijventerrein,100.0,1,1,unchanged
BU01711047,Creil-landelijk gebied,BU01711047,Creil-landelijk gebied,100.0,1,1,unchanged
BU01711149,Rutten-woonkern,BU01711149,Rutten-woonkern,100.0,1,1,unchanged
BU01711150,Rutten-bedrijventerrein,BU01711150,Rutten-bedrijventerrein,100.0,1,1,unchanged
BU01711151,Rutten-landelijk gebied,BU01711151,Rutten-landelijk gebied,100.0,2,1,unchanged
BU01711252,Schokland-woonkern,BU01711252,Schokland-woonkern,100.0,1,1,unchanged
BU01719997,,BU01719997,Groot binnenwater,99.7,5,1,unchanged
BU01730100,Binnenstad,BU01730100,Binnenstad,100.0,1,1,unchanged
BU01730200,Het Inslag-De Kleies,BU01730200,Het Inslag-De Kleies,100.0,1,1,unchanged
BU01730300,Glinde-Hooiland,BU01730300,Glinde-Hooiland,100.0,1,1,unchanged
BU01730400,De Meijbree,BU01730400,De Meijbree,100.0,1,1,unchanged
BU01730500,Haerbroek-Scholtenhoek,BU01730500,Haerbroek-Scholtenhoek,100.0,1,1,unchanged
BU01730600,Zuid-Berghuizen,BU01730600,Zuid-Berghuizen,100.0,1,1,unchanged
BU01730700,Hanzepoort,BU01730700,Hanzepoort,100.0,2,1,unchanged
BU01730800,Eekte-Hazewinkel,BU01730800,Eekte-Hazewinkel,100.0,1,1,unchanged
BU01730900,Jufferbeek,BU01730900,Jufferbeek,100.0,1,1,unchanged
BU01731000,Het Hulsbeek,BU01731000,Het Hulsbeek,100.0,1,1,unchanged
BU01731100,De Thij,BU01731100,De Thij,100.0,1,1,unchanged
BU01731200,De Graven Es,BU01731200,De Graven Es,100.0,1,1,unchanged
BU01731300,De Essen,BU01731300,De Essen,100.0,1,1,unchanged
BU01731400,Bekspring,BU01731400,Bekspring,100.0,1,1,unchanged
BU01750100,Ommen Centrum,BU01750101,Kern Ommen - Centrum,88.1,5,1,split
BU01750101,Buurtschap Ommeres,BU01750102,Buurtschap Ommeres,86.6,8,1,split
BU01750102,Kern Ommen - Laarakkers,BU01750103,Kern Ommen - Laarakkers,96.7,8,1,split
BU01750103,Buurtschap Ommen ten zuiden van de Vecht,BU01750104,Buurtschap Ommen ten zuiden van de Vecht,96.2,9,1,split
BU01750104,Kern Ommen - Industrieterrein,BU01750105,Kern Ommen - Industrieterrein,98.2,9,1,split
BU01750105,Buurtschap Junne,BU01750106,Buurtschap Junne,94.9,7,1,split
BU01750106,Buurtschap Eerde,BU01750107,Buurtschap Eerde,98.6,4,1,split
BU01750107,Buurtschap Bestmen,BU01750108,Buurtschap Besthmen,98.7,9,1,split
BU01750108,Buurtschap Varsen,BU01750109,Buurtschap Varsen,98.3,7,1,split
BU01750109,Buurtschap Ommerbos - Ommerkanaal,BU01750110,Buurtschap Ommerbos-Ommerkanaal,98.9,9,1,split
BU01750110,Buurtschap Emsland,BU01750111,Buurtschap Emsland,98.5,4,1,split
BU01750111,Buurtschap Zeesse,BU01750112,Buurtschap Zeesse,97.4,5,1,split
BU01750112,Kern Ommen Zuid - ten noorden van het spoor,BU01750113,Kern Ommen - Zuid - ten noorden v spoor,97.1,6,1,split
BU01750113,Kern Ommen Zuid - ten zuiden van het spoor,BU01750114,Kern Ommen - Zuid - ten zuiden v spoor,94.6,4,1,split
BU01750114,Kern Ommen - Dante Noord,BU01750115,Kern Ommen - Dante noord,94.0,7,1,split
BU01750115,Kern Ommen - Dante Zuid,BU01750116,Kern Ommen - Dante zuid,98.5,4,1,split
BU01750116,Kern Ommen - Zeeheldenbuurt - Lodderholt,BU01750117,Kern Ommen - Zeeheldenbuurt - Lodderholt,97.9,7,1,split
BU01750117,Kern Ommen - Strangen,BU01750118,Kern Ommen - Strangen,97.6,4,1,split
BU01750118,Kern Ommen - Alteveer Wonen 5-6,BU01750119,Kern Ommen - Alteveer Wonen 5-6,97.5,7,1,split
BU01750119,Kern Ommen - Rotbrink,BU01750120,Kern Ommen - Rotbrink,98.6,5,1,split
BU01750120,Kern Ommen - Alteveer Wonen 1-4,BU01750121,Kern Ommen - Alteveer wonen 1-4,96.6,5,1,split
BU01750121,Kern Ommen - Alteveer Bedrijven,BU01750122,Kern Ommen - Alteveer Bedrijven,93.6,6,1,split
BU01750122,Kern Ommen - Alteveer Voorzieningen,BU01750123,Kern Ommen - Alteveer Voorzieningen,98.6,4,1,split
BU01750123,Kern Ommen - Havengebied,BU01750124,Kern Ommen - Havengebied,94.3,4,1,split
BU01750200,Buurtschap Arriën Sportpark Westbroek,BU01750126,Kern Ommen - sportpark Westbroek,99.9,2,1,recoded
BU01750201,Buurtschap Arriërveld,BU01750202,Buurtschap Arrienveld,91.0,5,1,split
BU01750202,Buurtschap Arriën,BU01750201,Buurtschap Arrien,91.5,12,1,split
BU01750300,Buurtschap Beerze,BU01750301,Buurtschap Beerze,95.4,4,1,split
BU01750400,Kern Beerzerveld,BU01750401,Kern Beerzerveld,97.7,2,1,split
BU01750401,Kern Kloosterdijk,BU01750402,Kern Kloosterdijk,99.5,2,1,recoded
BU01750402,Buurtschap Beerzerveld,BU01750403,Buurtschap Beerzerveld,97.9,5,1,split
BU01750500,Buurtschap Dalmsholte,BU01750501,Buurtschap Dalmsholte,95.1,5,1,split
BU01750600,Buurtschap Giethmen,BU01750601,Buurtschap Giethmen,99.4,6,1,recoded
BU01750700,Kern Lemele,BU01750701,Kern Lemele,97.7,3,1,split
BU01750701,Buurtschap Lemele,BU01750702,Buurtschap Lemele,98.7,4,1,split
BU01750702,Buurtschap Archem,BU01750703,Buurtschap Archem,97.5,6,1,split
BU01750800,Buurtschap Stegerveld,BU01750802,Buurtschap Stegerveld,99.6,4,1,recoded
BU01750801,Buurtschap Stegeren,BU01750801,Buurtschap Stegeren,98.2,5,1,split
BU01750900,Kern Vilsteren,BU01750901,Kern Vilsteren,89.5,2,1,split
BU01750901,Buurtschap Vilsteren,BU01750902,Buurtschap Vilsteren,98.4,6,1,split
BU01751000,Buurtschap Vinkenbuurt,BU01751001,Buurtschap Vinkenbuurt,99.1,4,1,recoded
BU01751001,Buurtschap Ommerschans,BU01751002,Buurtschap Ommerschans,99.4,3,1,recoded
BU01751100,Kern Witharen,BU01751101,Kern Witharen,96.8,2,1,split
BU01751101,Buurtschap Witharen,BU01751102,Buurtschap Witharen,99.3,7,1,recoded
BU01751102,Buurtschap Ommerveld,BU01751103,Buurtschap Ommerveld,97.8,4,1,split
BU01770000,Raalte Centrum,BU01770101,Raalte Centrum,64.2,8,1,split
BU01770001,De Enk en industrieterrein-Noordoost,BU01770110,De Enk,97.7,7,1,split
BU01770002,Blekkershoek,BU01770102,Blekkerhoek,90.0,4,1,split
BU01770003,De Hofstee,BU01770103,Drostenkamp,99.1,2,1,recoded
BU01770004,Westdorp,BU01770104,Westdorp,87.6,6,1,split
BU01770005,De Olykampen,BU01770105,De Olykampen,95.8,6,1,split
BU01770006,Hartkamp I,BU01770106,Hartkamp,97.7,3,2,merged
BU01770007,Langkamp II,BU01770107,Langkamp,99.2,5,2,recoded
BU01770008,Langkamp I,BU01770107,Langkamp,99.3,2,2,recoded
BU01770100,Industriegebied De Zegge I en II,BU01770116,De Zegge,91.6,6,1,split
BU01770101,Industriegebied De Zegge III,BU01770117,De Hees,98.9,3,1,split
BU01770102,Plan De Vloedkampen,BU01770108,De Vloedkampen,57.5,4,1,split
BU01770103,Hartkamp II,BU01770106,Hartkamp,98.1,4,2,merged
BU01770104,Drostenkamp en Tijenraan,BU01770109,Tijenraan,63.4,6,1,split
BU01770105,Raan-West,BU01770112,Het Raan West,93.6,3,1,split
BU01770106,Raan-Oost,BU01770111,Het Raan Oost,93.8,3,1,split
BU01770107,Het Overstigt,BU01770113,Het Overstigt,75.1,5,1,split
BU01770109,Verspreide huizen buitengebied,BU01770119,Buitengebied Raalte,94.3,17,2,merged
BU01770200,Heeten-Kern,BU01770509,Buitengebied Heeten,59.9,2,2,merged
BU01770209,Verspreide huizen Heeten,BU01770509,Buitengebied Heeten,95.8,5,2,merged
BU01770300,Luttenberg-Kern,BU01770201,Luttenberg Kern,64.6,2,1,split
BU01770308,Verspreide huizen Luttenberg I,BU01770209,Buitengebied Luttenberg,92.5,4,2,merged
BU01770309,Verspreide huizen Luttenberg II,BU01770209,Buitengebied Luttenberg,100.0,1,2,recoded
BU01770400,Broekland-Kern,BU01770609,Buitengebied Broekland,70.7,2,3,merged
BU01770407,Verspreide huizen Broekland I,BU01770119,Buitengebied Raalte,100.0,1,2,recoded
BU01770408,Verspreide huizen Broekland II,BU01770609,Buitengebied Broekland,98.5,3,3,merged
BU01770409,Verspreide huizen Broekland III,BU01770609,Buitengebied Broekland,95.1,3,3,merged
BU01770500,Mariënheem-Kern,BU01770301,Mariënheem Kern,53.6,2,1,split
BU01770507,Verspreide huizen Mariënheem I,BU01770309,Buitengebied Mariënheem,92.9,3,3,merged
BU01770508,Verspreide huizen Mariënheem II,BU01770309,Buitengebied Mariënheem,94.9,5,3,merged
BU01770509,Verspreide huizen Mariënheem III,BU01770309,Buitengebied Mariënheem,98.4,6,3,merged
BU01770600,Nieuw Heeten,BU01770409,Buitengebied Nieuw Heeten,78.5,2,2,merged
BU01770609,Verspreide huizen Nieuw Heeten,BU01770409,Buitengebied Nieuw Heeten,98.5,2,2,merged
BU01770800,Heino-West,BU01770702,De Kampen,35.5,6,1,split
BU01770801,Heino-Oost,BU01770701,Heino Centrum,61.1,5,1,split
BU01770802,Heino-Noord,BU01770709,Buitengebied Heino,51.3,4,6,merged
BU01770803,Heino-Zuid,BU01770703,Heino Zuid,96.5,3,1,split
BU01770806,Verspreide huizen Twentseweg en omgeving,BU01770709,Buitengebied Heino,99.7,2,6,recoded
BU01770807,Verspreide huizen Veldhoek,BU01770709,Buitengebied Heino,95.2,4,6,merged
BU01770808,Verspreide huizen Rozendaal,BU01770709,Buitengebied Heino,100.0,2,6,recoded
BU01770809,Verspreide huizen Woolthuis,BU01770709,Buitengebied Heino,98.0,3,6,merged
BU01770900,Laag Zuthem-Kern,BU01770901,Laag Zuthem Kern,64.4,2,1,split
BU01770909,Verspreide huizen Laag Zuthem,BU01770909,Buitengebied Laag Zuthem,98.9,3,1,split
BU01771000,Lierderholthuis-Kern,BU01770801,Lierderholthuis Kern,77.6,2,1,split
BU01771008,Verspreide huizen Lierderholthuis,BU01770809,Buitengebied Lierderholthuis,60.2,5,1,split
BU01771009,Verspreide huizen Molenweg en omgeving,BU01770709,Buitengebied Heino,81.2,6,6,merged
BU01800000,Staphorst plan-Oost,BU01800000,Staphorst streek,84.8,4,2,merged
BU01800001,Staphorst plan-West,BU01800000,Staphorst streek,54.5,5,2,merged
BU01800002,Staphorst streek-West,BU01800002,Staphorst streek-West,98.5,6,1,split
BU01800003,Staphorst streek-Oost,BU01800003,Staphorst streek-Oost,99.1,5,1,unchanged
BU01800004,Industrieterrein Staphorst,BU01800004,Industrieterrein Staphorst,94.0,7,1,split
BU01800005,Staphorst-Zuid,BU01800005,Staphorst-Zuid,77.5,5,1,split
BU01800006,Staphorst-Noord,BU01800006,Staphorst-Noord,94.5,6,1,split
BU01800007,De Slagen,BU01800007,De Slagen,98.4,4,1,split
BU01800100,Rouveen kern,BU01800100,Rouveen kern,97.2,4,1,split
BU01800101,Rouveen Streek-Zuid,BU01800101,Rouveen Streek-Zuid,94.9,6,1,split
BU01800102,Rouveen Streek-Noord,BU01800102,Rouveen Streek-Noord,98.2,7,1,split
BU01800206,Verspreide huizen Dedemsvaart,BU01800206,Verspreide huizen Dedemsvaart,97.9,5,1,split
BU01800207,Verspreide huizen Bisschops- en Munnikenslag,BU01800207,Verspreide huizen Bisschops- en Munnikenslag,60.5,7,1,split
BU01800208,Verspreide huizen Geerenland,BU01800210,Verspreide huizen Rouveen,66.4,6,1,split
BU01800209,Verspreide huizen Oldmaten,BU01800209,Verspreide huizen Oldematen,52.7,6,2,merged
BU01800305,Verspreide huizen Lankhorst,BU01800305,Verspreide huizen Lankhorst,100.0,1,2,unchanged
BU01800306,Verspreide huizen Leyen,BU01800306,Verspreide huizen Leyen,80.9,5,1,split
BU01800307,Verspreide huizen Berger Achthoven en omgeving,BU01800307,Verspreide huizen Achthoven en Leidijk,81.2,9,1,split
BU01800308,Verspreide huizen Heidehoogten,BU01800308,Verspreide huizen Heidehoogten,99.6,4,1,unchanged
BU01800309,Verspreide huizen Rechterensweg en omgeving,BU01800309,Verspreide huizen Rechterensweg en omgeving,92.5,6,1,split
BU01800400,IJhorst,BU01800400,IJhorst,93.5,2,1,split
BU01800409,Verspreide huizen IJhorst,BU01800409,Verspreide huizen IJhorst,57.3,5,1,split
BU01800509,Verspreide huizen Punthorst,BU01800509,Verspreide huizen Punthorst,99.2,5,1,unchanged
BU01800609,Verspreide huizen Lankhorst,BU01800305,Verspreide huizen Lankhorst,100.0,1,2,recoded
BU01800709,Verspreide huizen Zwartewatersklooster en Holtrust,BU01800209,Verspreide huizen Oldematen,100.0,1,2,recoded
BU01830000,Tubbergen-Dorp,BU01830009,Verspreide huizen Tubbergen,45.6,5,2,merged
BU01830008,Verspreide huizen Manderveen,BU01830909,Verspreide huizen Manderveen,96.4,5,1,split
BU01830009,Verspreide huizen Tubbergen,BU01830009,Verspreide huizen Tubbergen,95.3,12,2,merged
BU01830100,Albergen kern,BU01830101,Albergen noord,34.3,4,1,split
BU01830109,Verspreide huizen Albergen,BU01830109,Verspreide huizen Albergen,97.7,7,1,split
BU01830200,Harbrinkhoek kern,BU01830200,Harbrinkhoek kern,57.7,3,1,split
BU01830201,Mariaparochie,BU01830800,Mariaparochie,80.2,2,1,split
BU01830209,Verspreide huizen Harbrinkhoek,BU01830209,Verspreide huizen Harbrinkhoek,96.3,6,1,split
BU01830300,Geesteren kern,BU01830301,Geesteren noord,37.8,4,1,split
BU01830309,Verspreide huizen Geesteren,BU01830309,Verspreide huizen Geesteren,98.2,8,1,split
BU01830400,Langeveen kern,BU01830409,Verspreide huizen Langeveen,58.2,2,2,merged
BU01830409,Verspreide huizen Langeveen,BU01830409,Verspreide huizen Langeveen,98.5,4,2,merged
BU01830500,Vasse kern,BU01830500,Vasse kern,56.8,3,1,split
BU01830507,Verspreide huizen Hezingen,BU01831109,Verspreide huizen Hezingen,99.9,3,1,recoded
BU01830508,Verspreide huizen Vasse,BU01830508,Verspreide huizen Vasse,94.1,6,1,split
BU01830509,Verspreide huizen Mander,BU01831009,Verspreide huizen Mander,98.2,6,1,split
BU01830600,Reutum kern,BU01830609,Verspreide huizen Reutum,55.1,2,2,merged
BU01830608,Verspreide huizen Haarle,BU01831209,Verspreide huizen Haarle,94.2,4,1,split
BU01830609,Verspreide huizen Reutum,BU01830609,Verspreide huizen Reutum,98.6,5,2,merged
BU01830700,Fleringen kern,BU01830709,Verspreide huizen Fleringen,59.4,2,2,merged
BU01830709,Verspreide huizen Fleringen,BU01830709,Verspreide huizen Fleringen,97.9,5,2,merged
BU01840000,Urk-Kom,BU01840000,Urk-Kom,99.6,2,1,unchanged
BU01840002,Toppad,BU01840002,Toppad,100.0,1,1,unchanged
BU01840003,Urk-Noord,BU01840003,Urk-Noord,100.0,1,1,unchanged
BU01840004,Havens en industrieterrein,BU01840004,Havens en industrieterrein,100.0,2,1,unchanged
BU01840006,De Reede,BU01840006,De Reede,100.0,1,1,unchanged
BU01840007,Urkerhard,BU01840007,Urkerhard,100.0,1,1,unchanged
BU01840008,De Top,BU01840008,De Top,100.0,1,1,unchanged
BU01840009,Buitengebied,BU01840009,Buitengebied,100.0,1,1,unchanged
BU01840010,De Staart,BU01840010,De Staart,100.0,1,1,unchanged
BU01840011,Urkerland,BU01840011,Urkerland,100.0,1,1,unchanged
BU01840015,Industrieterrein II,BU01840015,Industrieterrein II,100.0,1,1,unchanged
BU01849997,,BU01849997,Groot binnenwater,99.2,5,1,unchanged
BU01890000,Wierden-Centrum,BU01890000,Wierden-Centrum,100.0,1,1,unchanged
BU01890001,Wierden-Noord,BU01890001,Wierden-Noord,100.0,1,1,unchanged
BU01890002,Wierden-West,BU01890002,Wierden-West,100.0,1,1,unchanged
BU01890003,De Maaten,BU01890003,De Maaten,100.0,1,1,unchanged
BU01890004,Wierden-Oost,BU01890004,Wierden-Oost,100.0,1,1,unchanged
BU01890005,De Stouwe,BU01890005,De Stouwe,100.0,1,1,unchanged
BU01890006,'t Loo,BU01890006,'t Loo,100.0,1,1,unchanged
BU01890007,De Hooilanden,BU01890007,De Hooilanden,100.0,1,1,unchanged
BU01890008,Zuidbroek,BU01890008,Zuidbroek,100.0,1,1,unchanged
BU01890105,Verspreide huizen Lage Egge en omgeving,BU01890105,Verspreide huizen Lage Egge en omgeving,100.0,1,1,unchanged
BU01890106,Verspreide huizen Broeklanden,BU01890106,Verspreide huizen Broeklanden,100.0,1,1,unchanged
BU01890107,Verspreide huizen Huurne I,BU01890107,Verspreide huizen Huurne I,100.0,1,1,unchanged
BU01890108,Verspreide huizen Huurne II,BU01890108,Verspreide huizen Huurne II,100.0,1,1,unchanged
BU01890109,Verspreide huizen Wierdenseveld,BU01890109,Verspreide huizen Wierdenseveld,100.0,1,1,unchanged
BU01890200,Hooge-Hexel kern,BU01890200,Hooge-Hexel kern,100.0,1,1,unchanged
BU01890209,Verspreide huizen Hooge-Hexel,BU01890209,Verspreide huizen Hooge-Hexel,100.0,1,1,unchanged
BU01890300,Enter-Zuidwest,BU01890300,Enter-Zuidwest,100.0,1,1,unchanged
BU01890301,Enter-Noordwest,BU01890301,Enter-Noordwest,100.0,1,1,unchanged
BU01890302,Enter-Oost,BU01890302,Enter-Oost,100.0,1,1,unchanged
BU01890303,Enter-West,BU01890303,Enter-West,100.0,1,1,unchanged
BU01890405,Verspreide huizen IJpelo,BU01890405,Verspreide huizen IJpelo,100.0,1,1,unchanged
BU01890406,Verspreide huizen Waterhoek,BU01890406,Verspreide huizen Waterhoek,100.0,1,1,unchanged
BU01890407,Verspreide huizen Enterveen en Elsslagen,BU01890407,Verspreide huizen Enterveen en Elsslagen,100.0,1,1,unchanged
BU01890408,Verspreide huizen Zuiderveld,BU01890408,Verspreide huizen Zuiderveld,100.0,1,1,unchanged
BU01890409,Verspreide huizen Enterbroek en omgeving,BU01890409,Verspreide huizen Enterbroek en omgeving,100.0,1,1,unchanged
BU01890507,Verspreide huizen Rectum,BU01890507,Verspreide huizen Rectum,100.0,1,1,unchanged
BU01890508,Verspreide huizen Notter,BU01890508,Verspreide huizen Notter,100.0,1,1,unchanged
BU01890509,Verspreide huizen Zuna,BU01890509,Verspreide huizen Zuna,100.0,1,1,unchanged
BU01931000,Binnenstad-Zuid,BU01931000,Binnenstad-Zuid,100.0,1,1,unchanged
BU01931010,Binnenstad-Noord,BU01931010,Binnenstad-Noord,100.0,1,1,unchanged
BU01931020,Noordereiland,BU01931020,Noordereiland,100.0,1,1,unchanged
BU01931100,Het Noorden,BU01931100,Het Noorden,100.0,1,1,unchanged
BU01931110,Schildersbuurt,BU01931110,Schildersbuurt,100.0,1,1,unchanged
BU01931120,Bollebieste,BU01931120,Bollebieste,100.0,1,1,unchanged
BU01931130,Dieze-Centrum,BU01931130,Dieze-Centrum,100.0,1,1,unchanged
BU01931140,Bagijneweide,BU01931140,Bagijneweide,100.0,1,1,unchanged
BU01931150,Hogenkamp,BU01931150,Hogenkamp,100.0,1,1,unchanged
BU01931160,Indischebuurt,BU01931160,Indischebuurt,100.0,1,1,unchanged
BU01931170,Meppelerstraatweg-Zuid,BU01931170,Meppelerstraatweg-Zuid,100.0,1,1,unchanged
BU01931180,Bedrijventerrein Floresstraat,BU01931180,Bedrijventerrein Floresstraat,100.0,1,1,unchanged
BU01931200,Wipstrik-Noord,BU01931200,Wipstrik-Noord,100.0,1,1,unchanged
BU01931210,Wipstrik-Zuid,BU01931210,Wipstrik-Zuid,100.0,1,1,unchanged
BU01931300,Stationsbuurt,BU01931300,Stationsbuurt,100.0,1,1,unchanged
BU01931310,Oud-Assendorp,BU01931310,Oud-Assendorp,100.0,1,1,unchanged
BU01931320,Nieuw-Assendorp,BU01931320,Nieuw-Assendorp,100.0,1,1,unchanged
BU01931330,Wezenlanden,BU01931330,Wezenlanden,100.0,1,1,unchanged
BU01931340,Pierik,BU01931340,Pierik,100.0,1,1,unchanged
BU01931350,Bedrijventerrein Marslanden-Noord,BU01931350,Bedrijventerrein Marslanden-Noord,100.0,1,1,unchanged
BU01931360,Hanzeland,BU01931360,Hanzeland,100.0,1,1,unchanged
BU01931400,Kamperpoort,BU01931400,Kamperpoort,100.0,1,1,unchanged
BU01931410,Veerallee,BU01931410,Veerallee,100.0,1,1,unchanged
BU01932000,Bedrijventerrein Voorst-A,BU01932000,Bedrijventerrein Voorst-A,100.0,1,1,unchanged
BU01932010,Bedrijventerrein Voorst-B,BU01932010,Bedrijventerrein Voorst-B,100.0,1,1,unchanged
BU01932020,Spoolde,BU01932020,Spoolde,100.0,1,1,unchanged
BU01932100,Oud-Westenholte,BU01932100,Oud-Westenholte,100.0,1,1,unchanged
BU01932110,Westenholte-Stins,BU01932110,Westenholte-Stins,100.0,1,1,unchanged
BU01932120,Vreugderijk,BU01932120,Vreugderijk,100.0,1,1,unchanged
BU01932130,Bedrijventerrein Voorst-C,BU01932130,Bedrijventerrein Voorst-C,100.0,1,1,unchanged
BU01932140,Bedrijventerrein Voorst-D,BU01932140,Bedrijventerrein Voorst-D,100.0,1,1,unchanged
BU01932200,Frankhuis,BU01932200,Frankhuis,100.0,1,1,unchanged
BU01932210,Mastenbroek,BU01932210,Mastenbroek,100.0,1,1,unchanged
BU01932220,Schoonhorst,BU01932220,Schoonhorst,100.0,1,1,unchanged
BU01932230,Werkeren,BU01932230,Werkeren,100.0,1,1,unchanged
